OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
32512;04092021687;PORT CITY JAVA EB2;890  OVAL DR;;RALEIGH;NC;27695;(919) 513-2420;2011-09-12T22:00:00-04:00;Food Stand;14912;-78.67336429;35.77126962;M;"{""type"": ""Point"", ""coordinates"": [-78.67336690950448, 35.771276692887625]}";35.7712766929,-78.6733669095
32515;04092016440;CASE DINING HALL;240 JETER DR;;RALEIGH;NC;27695;(919) 515-2100;2013-06-05T22:00:00-04:00;Restaurant;13331;-78.67872874;35.78448278;M;"{""type"": ""Point"", ""coordinates"": [-78.67873136187218, 35.78448986168717]}";35.7844898617,-78.6787313619
32520;04092021783;DOAK FIELD CONCESSIONS STAND 3RD BASE;1081 VARSITY  DR;;RALEIGH;NC;27695;(919) 513-7143;2014-02-19T20:00:00-05:00;Food Stand;15328;-78.67872874;35.78448278;M;"{""type"": ""Point"", ""coordinates"": [-78.67873136187218, 35.78448986168717]}";35.7844898617,-78.6787313619
32521;04092021682;VAUGHN TOWERS;4700 TRINITY DR;;RALEIGH;NC;27695;(919) 513-8035;2011-07-18T22:00:00-04:00;Food Stand;10795;0.0;0.0;U;;
32523;04092021761;Pavillion Talley Student Union;2610 CATES AVE;;RALEIGH;NC;27695;(919) 513-1602;2013-10-09T22:00:00-04:00;Food Stand;17385;-78.67872874;35.78448278;M;"{""type"": ""Point"", ""coordinates"": [-78.67873136187218, 35.78448986168717]}";35.7844898617,-78.6787313619
32526;04092021787;STARBUCKS TERMINAL 1;1600 JOHN BRANTLEY BLVD;;RDU;NC;27623;;2014-04-08T22:00:00-04:00;Food Stand;13176;0.0;0.0;U;;
32535;04092012963;Cisco Systems Triangle Terrace Cafe;7025 Bldg-5 Kit Creek Rd;;RESEARCH TRIANGLE PARK;NC;27709;(919) 472-2425;1999-06-30T22:00:00-04:00;Restaurant;20521;0.0;0.0;U;;
32542;04092110496;ROLESVILLE MIDDLE SCHOOL CAFE;4700 BURLINGTON MILLS RD;;ROLESVILLE;NC;27571;(919) 570-2260;2012-03-06T20:00:00-05:00;Public School Lunchrooms;11164;-78.48080273;35.9142912;M;"{""type"": ""Point"", ""coordinates"": [-78.48080529724542, 35.91429830956158]}";35.9142983096,-78.4808052972
32544;04092016506;SONIC DRIVE IN #5735;304 S Main ST;;ROLESVILLE;NC;27571;(919) 562-5540;2013-09-10T22:00:00-04:00;Restaurant;16524;-78.46378987;35.9198667;M;"{""type"": ""Point"", ""coordinates"": [-78.46379243698267, 35.91987381907073]}";35.9198738191,-78.463792437
32546;04092013519;Los Tres Magueyes;411-J S Main St;;ROLESVILLE;NC;27571;(919) 562-1669;2002-02-01T20:00:00-05:00;Restaurant;4051;-78.46518814;35.91835371;M;"{""type"": ""Point"", ""coordinates"": [-78.46519070524552, 35.91836082073378]}";35.9183608207,-78.4651907052
32553;04092016991;PIEZANO PIZZA;252 SOUTHTOWN CIR;;ROLESVILLE;NC;27571;(919) 554-8881;2015-08-05T22:00:00-04:00;Restaurant;14718;-78.47039569;35.91648377;M;"{""type"": ""Point"", ""coordinates"": [-78.47039825644536, 35.916490881184465]}";35.9164908812,-78.4703982564
32555;04092300193;Food Lion #669 Meat Market;405 S Main St;;ROLESVILLE;NC;27571-9664;;2000-06-30T22:00:00-04:00;Meat Market;20326;-78.46472722;35.91731538;T;"{""type"": ""Point"", ""coordinates"": [-78.46472977857584, 35.91732249678969]}";35.9173224968,-78.4647297786
32556;04092016822;SUBWAY #11874;411 S Main ST;;ROLESVILLE;NC;27571-9664;(919) 554-3511;2014-11-30T20:00:00-05:00;Restaurant;18606;-78.46634601;35.91624751;T;"{""type"": ""Point"", ""coordinates"": [-78.46634857182843, 35.916254625389236]}";35.9162546254,-78.4663485718
32579;04092016223;MCDONALDS #35357;1001 FORESTVILLE  RD;;WAKE FOREST;NC;27587;(919) 554-8094;2012-07-10T22:00:00-04:00;Restaurant;8453;-78.50622842;35.94490865;M;"{""type"": ""Point"", ""coordinates"": [-78.50623099933829, 35.94491576392992]}";35.9449157639,-78.5062309993
32581;04092021287;Harris Teeter #43 Deli;3638 Rogers Rd;;WAKE FOREST;NC;27587;(919) 562-9521;2004-08-02T22:00:00-04:00;Food Stand;20187;-78.50482681;35.94464173;M;"{""type"": ""Point"", ""coordinates"": [-78.50482938594097, 35.94464885320699]}";35.9446488532,-78.5048293859
32589;04092015967;CHARLIE'S KABOBS #2;929 HERITAGE LAKE  RD;SUITE 700;WAKE FOREST;NC;27587;(919) 453-6284;2011-05-23T22:00:00-04:00;Restaurant;12299;-78.50377701;35.94688449;M;"{""type"": ""Point"", ""coordinates"": [-78.5037795835258, 35.94689160570454]}";35.9468916057,-78.5037795835
32592;04092015737;MAIN STREET GRILLE;1318 S MAIN ST;;WAKE FOREST;NC;27587;(919) 554-1564;2010-10-05T22:00:00-04:00;Restaurant;15050;-78.51926224;35.96093216;M;"{""type"": ""Point"", ""coordinates"": [-78.51926482027287, 35.960939279946246]}";35.9609392799,-78.5192648203
32604;04092016569;HARRIS TEETER #395 DELI;1432 BROGDEN WOODS DR;;WAKE FOREST;NC;27587;(919) 870-4980;2013-08-18T22:00:00-04:00;Restaurant;13168;-78.69147726;35.99120973;M;"{""type"": ""Point"", ""coordinates"": [-78.69147990008678, 35.99121685127934]}";35.9912168513,-78.6914799001
32606;04092017837;Buku Wake Forest;1228 Heritage Link DR;;Wake Forest;NC;27587;(919) 435-1595;2018-04-10T22:00:00-04:00;Restaurant;18922;-78.50262454;35.94544167;M;"{""type"": ""Point"", ""coordinates"": [-78.50262711415029, 35.945448785821625]}";35.9454487858,-78.5026271142
32607;04092015682;OLIVE GARDEN #1831;12600 CAPITAL BLVD;;WAKE FOREST;NC;27587;(919) 556-1007;2010-07-20T22:00:00-04:00;Restaurant;21227;-78.53167145;35.98839421;M;"{""type"": ""Point"", ""coordinates"": [-78.53167403539715, 35.9884013351351]}";35.9884013351,-78.5316740354
32624;04092015225;MOE`S SOUTHWEST GRILL #283;10760 WAKEFIELD COMMONS DR;;WAKE FOREST;NC;27587;(919) 570-3222;2008-08-19T22:00:00-04:00;Restaurant;13515;0.0;0.0;U;;
32632;04092015765;WAFFLE HOUSE #1901;1051 DURHAM  RD;;WAKE FOREST;NC;27587;(919) 554-2501;2011-07-06T22:00:00-04:00;Restaurant;10751;-78.55120145;35.97391774;M;"{""type"": ""Point"", ""coordinates"": [-78.55120404140577, 35.973924864011956]}";35.973924864,-78.5512040414
32633;04092016485;ZAXBY'S #46101;995 DURHAM RD;;WAKE FOREST;NC;27587;(919) 435-0387;2013-08-06T22:00:00-04:00;Restaurant;9969;-78.54660948;35.97593728;M;"{""type"": ""Point"", ""coordinates"": [-78.54661206847588, 35.975944407890545]}";35.9759444079,-78.5466120685
32634;04092013834;Smithfield Chicken & Bar-B-Que;12504 Capital BLVD;;WAKE FOREST;NC;27587;(919) 488-8388;2003-07-09T22:00:00-04:00;Restaurant;1678;-78.53382266;35.98666565;M;"{""type"": ""Point"", ""coordinates"": [-78.53382524548881, 35.986672774369346]}";35.9866727744,-78.5338252455
32649;04092021171;Super Target Deli;12000 Retail Dr;;WAKE FOREST;NC;27587;(919) 761-1001;2003-01-28T20:00:00-05:00;Food Stand;9091;-78.54185229;35.97418356;M;"{""type"": ""Point"", ""coordinates"": [-78.54185488190224, 35.97419068725273]}";35.9741906873,-78.5418548819
32650;04092141837;Wake Forest High School-Outdoor Concessions;420 W Stadium Dr;;WAKE FOREST;NC;27587;(919) 554-8611;2019-08-28T22:00:00-04:00;Limited Food Service;18634;-78.51523309;35.98309664;M;"{""type"": ""Point"", ""coordinates"": [-78.51523567141743, 35.983103767050935]}";35.9831037671,-78.5152356714
32660;04092017516;PANERA BREAD #1938;11665 NORTHPARK DR;;WAKE FOREST;NC;27587;(919) 263-6176;2017-01-30T20:00:00-05:00;Restaurant;10589;-78.54383057;35.96466469;M;"{""type"": ""Point"", ""coordinates"": [-78.54383316099232, 35.96467180983264]}";35.9646718098,-78.543833161
32662;04092017975;Asia Express;1040-128 Forestville RD;;WAKE FOREST;NC;27587;(919) 562-8988;2018-11-07T20:00:00-05:00;Restaurant;19491;-78.50738549;35.94139;M;"{""type"": ""Point"", ""coordinates"": [-78.50738806972909, 35.9413971201377]}";35.9413971201,-78.5073880697
32664;04092021974;PUBLIX #1514 PRODUCE;1030 FORESTVILLE RD;;WAKE FOREST;NC;27587;(919) 556-6671;2016-08-29T22:00:00-04:00;Food Stand;9700;-78.5075981;35.94611021;M;"{""type"": ""Point"", ""coordinates"": [-78.50760067594375, 35.94611732847616]}";35.9461173285,-78.5076006759
32682;04092017604;MOD PIZZA #7006;2815 ROGERS RD;SUITE 102;WAKE FOREST;NC;27587;(919) 263-1211;2017-04-25T22:00:00-04:00;Restaurant;14631;-78.52502096;35.95329016;M;"{""type"": ""Point"", ""coordinates"": [-78.52502354566654, 35.953297278514505]}";35.9532972785,-78.5250235457
32685;04092014990;Texas Roadhouse #294;11440 Capital BLVD;;WAKE FOREST;NC;27587;(919) 569-2119;2007-10-23T22:00:00-04:00;Restaurant;5809;-78.54034204;35.95645938;M;"{""type"": ""Point"", ""coordinates"": [-78.54034462592334, 35.95646650199478]}";35.956466502,-78.5403446259
32688;04092017807;TROPICAL PICKEN CHICKEN;109 CAPCOM AVE;"SUITES 10 &amp; 11";WAKE FOREST;NC;27587;(919) 435-6812;2018-03-15T21:00:00-04:00;Restaurant;18610;-78.52881225;35.95086253;T;"{""type"": ""Point"", ""coordinates"": [-78.52881483456935, 35.95086964718154]}";35.9508696472,-78.5288148346
32690;04092018160;Dunkin' #351119;999 DURHAM  RD;STE 103;WAKE FOREST;NC;27587;(919) 556-9007;2019-08-26T22:00:00-04:00;Restaurant;21573;-78.54726412;35.97582732;T;"{""type"": ""Point"", ""coordinates"": [-78.54726671254006, 35.975834445913165]}";35.9758344459,-78.5472667125
32707;04092017702;Tropical Smoothie Cafe;1009-120 Stadium DR;;WAKE FOREST;NC;27587;(919) 371-4358;2017-10-04T22:00:00-04:00;Restaurant;11705;-78.52993342;35.99015656;M;"{""type"": ""Point"", ""coordinates"": [-78.52993600779243, 35.99016369222227]}";35.9901636922,-78.5299360078
32712;04092160058;BROOKDALE WAKE FOREST DINING;611 S Brooks ST;;WAKE FOREST;NC;27587;(919) 562-8400;2006-09-04T22:00:00-04:00;Institutional Food Service;7055;-78.5098293;35.97161717;M;"{""type"": ""Point"", ""coordinates"": [-78.50983188381336, 35.971624296382075]}";35.9716242964,-78.5098318838
32714;04092016222;SUBWAY #41211;922 GATEWAY COMMON CIR;;WAKE FOREST;NC;27587;(919) 562-5700;2012-07-08T22:00:00-04:00;Restaurant;7447;-78.49517848;35.9673291;M;"{""type"": ""Point"", ""coordinates"": [-78.49518105774789, 35.967336221533685]}";35.9673362215,-78.4951810577
32717;04092014392;Dairy Queen;12271 Capital Blv;;WAKE FOREST;NC;27587;(919) 554-2564;2005-09-25T22:00:00-04:00;Restaurant;21080;-78.53978632;35.98090041;M;"{""type"": ""Point"", ""coordinates"": [-78.53978890801477, 35.98090753555091]}";35.9809075356,-78.539788908
32741;04092017996;Applebee's Grill and Bar;11805 Retail DR;;WAKE FOREST;NC;27587-7352;(919) 488-0101;2018-12-11T20:00:00-05:00;Restaurant;9083;-78.54257336;35.96855168;M;"{""type"": ""Point"", ""coordinates"": [-78.54257595286013, 35.968558802168495]}";35.9685588022,-78.5425759529
32743;04092013654;CiCi`s Pizza #413;12516 Capital;Ste 101;WAKE FOREST;NC;27587-7487;(919) 556-0117;2002-09-03T22:00:00-04:00;Restaurant;256;-78.53454582;35.98680854;M;"{""type"": ""Point"", ""coordinates"": [-78.53454840652216, 35.98681566543556]}";35.9868156654,-78.5345484065
32750;04092110025;Wake Forest Middle Cafeteria;1800 S MAIN ST;;WAKE FOREST;NC;27587-9288;(919) 554-8455;1991-04-30T22:00:00-04:00;Public School Lunchrooms;9695;-78.5298414;35.95436039;M;"{""type"": ""Point"", ""coordinates"": [-78.5298439850003, 35.95436750978227]}";35.9543675098,-78.529843985
32751;04092017017;PANDA GARDEN;1440-103 BROGDEN WOODS DR;;WAKE FOREST;NC;28587;(919) 848-5883;2015-09-03T22:00:00-04:00;Restaurant;17208;-78.69439726;35.98988119;M;"{""type"": ""Point"", ""coordinates"": [-78.69439989804485, 35.989888315188225]}";35.9898883152,-78.694399898
32768;04092020904;Variety Pickup Food Stand-Hwy 97;2727 Nc 97 Hwy;;WENDELL;NC;27591;(919) 365-7419 ext. 9195626647;1999-09-27T22:00:00-04:00;Food Stand;2306;-78.38095557;35.81489293;M;"{""type"": ""Point"", ""coordinates"": [-78.38095809945379, 35.81490002646592]}";35.8149000265,-78.3809580995
32771;04092021892;FOOD LION #815 PRODUCE;2837 WENDELL BLVD;;WENDELL;NC;27591;(919) 365-3002;2015-10-20T22:00:00-04:00;Food Stand;9198;-78.38037181;35.79568777;M;"{""type"": ""Point"", ""coordinates"": [-78.38037434416951, 35.79569486156702]}";35.7956948616,-78.3803743442
32784;04092010663;Siemens Cafeteria;7000 SIEMENS RD;;WENDELL;NC;27591-8309;(919) 365-2491;1991-05-01T22:00:00-04:00;Restaurant;4658;-78.39510606;35.81453882;M;"{""type"": ""Point"", ""coordinates"": [-78.3951085966894, 35.814545916075346]}";35.8145459161,-78.3951085967
32789;04092110088;Willow Spring Elem.Cafet.;6800 DWIGHT ROWLAND RD;;WILLOW SPRING;NC;27592-9342;(919) 557-2957;1992-08-05T22:00:00-04:00;Public School Lunchrooms;1220;-78.72841766;35.593328;M;"{""type"": ""Point"", ""coordinates"": [-78.72842028339218, 35.5933350387777]}";35.5933350388,-78.7284202834
32790;04092016987;CARLIE C'S DELI #810;506 W GANNON AVE;;ZEBULON;NC;27579;(919) 269-4111;2015-07-23T22:00:00-04:00;Restaurant;13465;-78.32472511;35.82139459;M;"{""type"": ""Point"", ""coordinates"": [-78.32472762099104, 35.82140168760376]}";35.8214016876,-78.324727621
32798;04092016653;SONIC DRIVE IN #5639;1240  N ARENDELL  AVE;;Zebulon;NC;27597;(919) 269-3477;2014-03-25T21:00:00-04:00;Restaurant;9021;-78.32287365;35.83782305;M;"{""type"": ""Point"", ""coordinates"": [-78.32287616616327, 35.83783015451673]}";35.8378301545,-78.3228761662
32800;04092013879;Golden China - Zebulon;182 Wakelon Dr;;ZEBULON;NC;27597;(919) 269-4070;2003-08-17T22:00:00-04:00;Restaurant;5193;-78.31513526;35.83270752;M;"{""type"": ""Point"", ""coordinates"": [-78.31513777488138, 35.832714622590416]}";35.8327146226,-78.3151377749
30283;04092017246;GREEK BASMA;7272 GB ALFORD HWY;;HOLLY SPRINGS;NC;27540;(919) 285-0808;2016-06-23T22:00:00-04:00;Restaurant;9684;-78.83292714;35.63500021;M;"{""type"": ""Point"", ""coordinates"": [-78.83292980012226, 35.635007247939875]}";35.6350072479,-78.8329298001
30284;04092016470;OLIVE GARDEN #4441;107 GRAND HILL PL;;HOLLY SPRINGS;NC;27540;(919) 552-2237;2013-07-29T22:00:00-04:00;Restaurant;15802;-78.84948074;35.66266499;M;"{""type"": ""Point"", ""coordinates"": [-78.84948340186922, 35.662672036281954]}";35.6626720363,-78.8494834019
30290;04092021583;HARRIS TEETER #311 PRODUCE;324 VILLAGE WALK DR;;HOLLY SPRINGS;NC;27540;(919) 552-1596;2009-09-09T22:00:00-04:00;Food Stand;5979;-78.83920922;35.63987917;M;"{""type"": ""Point"", ""coordinates"": [-78.83921188389311, 35.639886211228145]}";35.6398862112,-78.8392118839
30293;04092015101;Michelangelos;7280 GB Alford  HWY;;HOLLY SPRINGS;NC;27540;(919) 557-4992;2008-03-25T21:00:00-04:00;Restaurant;2910;-78.83292714;35.63500021;M;"{""type"": ""Point"", ""coordinates"": [-78.83292980012226, 35.635007247939875]}";35.6350072479,-78.8329298001
30296;04092016574;ZAXBY'S #44901;101 GRAND HILL PL;;HOLLY SPRINGS;NC;27540;(919) 762-0432;2013-11-20T20:00:00-05:00;Restaurant;16404;-78.85029671;35.6590441;M;"{""type"": ""Point"", ""coordinates"": [-78.85029937391991, 35.659051145684444]}";35.6590511457,-78.8502993739
30311;04092018119;Osha Thai Kitchen and Sushi;242 S MAIN ST;;HOLLY SPRINGS;NC;27540-9094;(919) 601-9188;2019-06-23T22:00:00-04:00;Restaurant;18262;-78.83395027;35.64920445;M;"{""type"": ""Point"", ""coordinates"": [-78.8339529267533, 35.64921149439754]}";35.6492114944,-78.8339529268
30317;04092110157;Holly Springs High Sch. Cafeteria;5329 Cass Holt RD;;HOLLY SPRINGS;NC;27540;(919) 577-1442;2006-07-06T22:00:00-04:00;Public School Lunchrooms;9593;-78.84882363;35.62890254;M;"{""type"": ""Point"", ""coordinates"": [-78.84882629717175, 35.628909576643274]}";35.6289095766,-78.8488262972
30321;04092017121;MIKE'S ITALIAN KITCHEN;7144 KNIGHTDALE BLVD;;KNIGHTDALE;NC;27545;(919) 373-8922;2015-12-29T20:00:00-05:00;Restaurant;17794;-78.48874912;35.79711939;M;"{""type"": ""Point"", ""coordinates"": [-78.48875168021912, 35.79712647294419]}";35.7971264729,-78.4887516802
30325;04092014747;Five Guys Famous Burgers and Fries of Knightdale;1018 Shoppes At Midway Dr.;;KNIGHTDALE;NC;27545;(919) 266-6664;2006-11-28T20:00:00-05:00;Restaurant;11358;-78.50727783;35.79843154;M;"{""type"": ""Point"", ""coordinates"": [-78.50728040186158, 35.79843863031416]}";35.7984386303,-78.5072804019
30332;04092017910;Highway 55 Burgers Shakes & Fries;1011 N Smithfield  RD;;KNIGHTDALE;NC;27545;(919) 743-0128;2018-08-29T22:00:00-04:00;Restaurant;17751;-78.48874912;35.79711939;M;"{""type"": ""Point"", ""coordinates"": [-78.48875168021912, 35.79712647294419]}";35.7971264729,-78.4887516802
32807;04092160069;ZEBULON HOUSE (KITCHEN);551 PONY RD;;ZEBULON;NC;27597;;2009-02-17T20:00:00-05:00;Institutional Food Service;11521;-78.33214269;35.8167762;M;"{""type"": ""Point"", ""coordinates"": [-78.3321452081173, 35.81678330179886]}";35.8167833018,-78.3321452081
32808;04092040367;Debra's Homemade Hot Dogs (WCID #675);603 W Gannon AVE;Zebulon BP Grill;Zebulon;NC;27597;(919) 591-4921;2019-01-16T20:00:00-05:00;Pushcarts;19620;-78.32832184;35.81991083;M;"{""type"": ""Point"", ""coordinates"": [-78.32832435663585, 35.81991792891192]}";35.8199179289,-78.3283243566
32817;04092160048;COVENTRY HOUSE OF ZEBULON;1225 W GANNON AVE.;;ZEBULON;NC;27597;(919) 269-7762;2006-02-15T20:00:00-05:00;Institutional Food Service;9440;-78.34164188;35.822140160000004;M;"{""type"": ""Point"", ""coordinates"": [-78.34164440028428, 35.82214725309803]}";35.8221472531,-78.3416444003
32822;04092021116;Mudcats Stand #3;1501 Nc 39 Hwy;;ZEBULON;NC;27597;(919) 269-2287;2002-03-31T21:00:00-05:00;Food Stand;20213;-78.2712282;35.81726662;M;"{""type"": ""Point"", ""coordinates"": [-78.27123069467005, 35.81727372176048]}";35.8172737218,-78.2712306947
32835;04092021154;Food Lion #341 Deli;114 WAKELON ST;;ZEBULON;NC;27597-2403;(919) 269-6122;2002-10-24T22:00:00-04:00;Food Stand;4635;-78.31858381;35.83228812;M;"{""type"": ""Point"", ""coordinates"": [-78.31858632841295, 35.83229521729775]}";35.8322952173,-78.3185863284
32839;04092011862;Zebulon BP Grill;603 W GANNON AVE;;ZEBULON;NC;27597-2511;(919) 231-1119;1996-04-24T22:00:00-04:00;Restaurant;4976;-78.32832184;35.81991083;M;"{""type"": ""Point"", ""coordinates"": [-78.32832435663585, 35.81991792891192]}";35.8199179289,-78.3283243566
30342;04092017534;YUMMY HIBACHI;7110 KNIGHTDALE BLVD, STE P;;KNIGHTDALE;NC;27545;(919) 373-0325;2017-03-08T20:00:00-05:00;Restaurant;14456;-78.48999453;35.79638911;M;"{""type"": ""Point"", ""coordinates"": [-78.4899970969713, 35.79639619599402]}";35.796396196,-78.489997097
